"","Fragment.ID","Intercept","umol.L.sec","V4","V5","Date.x","Sample.ID","Plug.Number","Chamber.Channel","Position","Bin.ID","Run","Species","Fragment.Number","Sample.Type","Temp.Cat","Water.Height.cm","Chamber.Vol.L","Surf.Area.cm2","Start.Tme.Light","Stop.Time.Light","Start.Tme.Dark","Stop.Time.Dark","Notes.x","QC","Water.Height.in","umol.sec","Blank","umol.sec.corr","Date.y","Red.Standard","Green.Standard","Blue.Standard","Red.Coral","Green.Coral","Blue.Coral","SA","Notes.y","umol.cm2.hr"
"16","729",176.515291576325,0.000328704622666736,NA,"Photo",20190825,"729",NA,4,4,NA,3,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,0.00596605968220709,-0.00530491882725666,0.0112709785094637,"8/21/19",176.426,109.228,145.581,133.61,106.315,58.308,81.444,"",0.498201495924433
"17","730",175.42747280027,0.000261072874493959,NA,"Photo",20190825,"730",NA,3,3,NA,5,"P.astreoides",NA,"Sample",28,23.5,18.3115057739813,NA,NA,NA,NA,NA,NA,NA,9.2519735,0.00478063744872602,-0.00530491882725666,0.0100855562759827,"8/21/19",161.946,96.793,135.891,108.76,81.408,49.89,37.737,"",0.962132723680674
"18","731",168.896016391663,0.000270842379504989,NA,"Photo",20190825,"731",NA,1,1,NA,4,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,0.00493768965267061,-0.00530491882725666,0.0102426084799273,"8/21/19",182.468,111.231,154.238,119.174,95.265,53.982,63.159,"",0.58381846653269
"19","732",175.019579990517,0.000647605500237131,NA,"Photo",20190825,"732",NA,8,8,NA,4,"P.astreoides",NA,"Sample",28,23.5,18.3115057739813,NA,NA,NA,NA,NA,NA,NA,9.2519735,0.0118586318568543,-0.00530491882725666,0.0171635506841109,"8/21/19",171.585,112.011,146.011,115.983,89.317,56.517,50.09,"",1.23355524980633
"20","733",184.708022641509,0.000255803316180691,NA,"Photo",20190825,"733",NA,7,7,NA,4,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,0.00464288527146087,-0.00530491882725666,0.00994780409871752,"8/21/19",176.553,121.62,145.989,111.763,84.58,41.687,56.152,"",0.637770600430672
"21","737",169.979735023474,0.000312863849765264,NA,"Photo",20190825,"737",NA,6,6,NA,1,"P.astreoides",NA,"Sample",28,22.9,17.8276344496988,NA,NA,NA,NA,NA,NA,NA,9.0157529,0.0055776223461406,-0.00530491882725666,0.0108825411733973,"8/21/19",178.404,116.623,149.642,113.104,99.656,49.103,134.559,"",0.291152195128012
"22","739",175.69766943734,0.00121291560102299,NA,"Photo",20190825,"739",NA,8,8,NA,1,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,0.0220146793387811,-0.00530491882725666,0.0273195981660378,"8/21/19",165.052,102.427,135.681,106.932,77.374,45.402,95.733,"",1.02734222679469
"23","740",174.63302985193,0.000248232227846269,NA,"Photo",20190825,"740",NA,4,4,NA,5,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,0.00452548713069225,-0.00530491882725666,0.0098304059579489,"8/21/19",164.958,103.396,137.557,102.776,74.257,42.304,42.304,"",0.836551187798224
"24","741",176.782541351626,7.36780583838633e-05,NA,"Photo",20190825,"741",NA,3,3,NA,3,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,0.00134321440823171,-0.00530491882725666,0.00664813323548837,"8/21/19",231.684,168.165,211.393,91.757,65,30.245,62.337,"",0.383933773645798
"25","743",186.262450190045,-8.36742081447597e-05,NA,"Photo",20190825,"743",NA,7,7,NA,3,"P.astreoides",NA,"Sample",28,23.2,18.06957011184,NA,NA,NA,NA,NA,NA,NA,9.1338632,-0.00151195697062443,-0.00530491882725666,0.00379296185663223,"8/21/19",209.493,137.745,187.072,109.555,77.378,39.936,66.752,"",0.204558105882611
"26","744",189.774484647059,4.46742081448317e-05,NA,"Photo",20190825,"744",NA,2,2,NA,1,"P.astreoides",NA,"Sample",28,23,17.9082796704125,NA,NA,NA,NA,NA,NA,NA,9.055123,0.000800038213511866,-0.00530491882725666,0.00610495704076852,"8/21/19",206.026,137.317,190.321,110.467,87.073,41.565,81.017,"",0.271274489881959
"27","746",161.379310130662,0.00050938153310102,NA,"Photo",20190825,"746",NA,10,10,NA,2,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,0.00928646369837432,-0.00530491882725666,0.014591382525631,"8/21/19",216.229,157.58,184.899,106.101,80.4,39.084,62.155,"",0.845128744144019
"28","750",160.546691032994,0.000892809127351178,NA,"Photo",20190825,"750",NA,10,10,NA,1,"P.astreoides",NA,"Sample",28,23.2,18.06957011184,NA,NA,NA,NA,NA,NA,NA,9.1338632,0.0161326771231628,-0.00530491882725666,0.0214375959504195,"8/21/19",201.332,138.082,185.007,69.608,59.133,31.954,70.345,"",1.09709780967389
"29","753",178.26152570028,0.000118557422969211,NA,"Photo",20190825,"753",NA,3,3,NA,1,"P.astreoides",NA,"Sample",28,23,17.9082796704125,NA,NA,NA,NA,NA,NA,NA,9.055123,0.00212315948753602,-0.00530491882725666,0.00742807831479268,"8/21/19",224.079,156.744,199.607,62.49,41.535,24.091,52.837,"",0.50610522802683
"30","754",185.100357696833,0.000250900452488674,NA,"Photo",20190825,"754",NA,9,9,NA,2,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,0.0045538972397046,-0.00530491882725666,0.00985881606696126,"8/21/19",228.871,170.34,205.177,61.583,41.931,22.178,33.409,"",1.06234062201983
"31","755",186.577951350589,0.000327475407192354,NA,"Photo",20190825,"755",NA,7,7,NA,2,"P.astreoides",NA,"Sample",28,23.2,18.06957011184,NA,NA,NA,NA,NA,NA,NA,9.1338632,0.0059173398301656,-0.00530491882725666,0.0112222586574223,"8/21/19",212.872,142.488,179.017,101.074,82.076,42.682,68.987,"",0.58561948144897
"32","757",170.502339545804,3.67028088447905e-05,NA,"Photo",20190825,"757",NA,1,1,NA,1,"P.astreoides",NA,"Sample",28,23.1,17.9889248911263,NA,NA,NA,NA,NA,NA,NA,9.0944931,0.000660244071602301,-0.00530491882725666,0.00596516289885896,"8/21/19",198.855,130.546,172.192,106.003,80.521,47.094,119.754,"",0.179322498086847
"33","765",170.722683255814,0.000233446088794967,NA,"Photo",20190825,"765",NA,1,1,NA,2,"P.astreoides",NA,"Sample",28,23.2,18.06957011184,NA,NA,NA,NA,NA,NA,NA,9.1338632,0.00421827046881549,-0.00530491882725666,0.00952318929607214,"8/21/19",229.648,161.888,201.072,100.721,76.317,36.72,63.488,"",0.539999393048446
"34","767",175.322302249075,0.000765396623496807,NA,"Photo",20190825,"767",NA,3,3,NA,4,"P.astreoides",NA,"Sample",28,23.1,17.9889248911263,NA,NA,NA,NA,NA,NA,NA,9.0944931,0.0137686623720057,-0.00530491882725666,0.0190735811992624,"8/21/19",207.698,136.899,180.519,101.893,75.154,31.947,60.606,"",1.13297185620804
"35","769",175.416665123326,5.5525017618072e-05,NA,"Photo",20190825,"769",NA,4,4,NA,4,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,0.00100779102611185,-0.00530491882725666,0.0063127098533685,"8/21/19",221.412,150.914,187.608,118.542,91.382,46.438,60.31,"",0.376815710033603
"36","770",160.513521141649,0.000191935971005767,NA,"Photo",20190825,"770",NA,10,10,NA,3,"P.astreoides",NA,"Sample",28,23.5,18.3115057739813,NA,NA,NA,NA,NA,NA,NA,9.2519735,0.00351463664130679,-0.00530491882725666,0.00881955546856345,"8/21/19",208.306,144.459,183.195,66.363,48.653,27.167,53.876,"",0.589323626231131
"37","771",184.122166583689,-0.000206887150308136,NA,"Photo",20190825,"771",NA,9,9,NA,3,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,-0.00375504632763109,-0.00530491882725666,0.00154987249962557,"8/21/19",211.248,141.563,173.79,91.112,69.564,36.116,49.765,"",0.112117773508531
"38","773",176.469437560484,0.000612842741935544,NA,"Photo",20190825,"773",NA,8,8,NA,2,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,0.011172650569309,-0.00530491882725666,0.0164775693965657,"8/21/19",222.47,156.167,198.922,117.522,94.277,50.168,59.107,"",1.00359094231878
"39","776",177.77709293734,0.00105117659725006,NA,"Photo",20190825,"776",NA,4,4,NA,1,"P.astreoides",NA,"Sample",28,22.9,17.8276344496988,NA,NA,NA,NA,NA,NA,NA,9.0157529,0.0187399921178522,-0.00530491882725666,0.0240449109451089,"8/21/19",198.562,132.406,172.207,95.687,71.712,34.21,106.024,"",0.816434763849619
"40","777",175.54108166521,0.000144995629370592,NA,"Photo",20190825,"777",NA,8,8,NA,3,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,0.00264339509988851,-0.00530491882725666,0.00794831392714517,"8/21/19",212.848,143.668,189.038,110.702,84.34,52.352,44.256,"",0.646554820537839
"41","780",186.907965697674,0.000423006644518317,NA,"Photo",20190825,"780",NA,2,2,NA,4,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,0.00771177514931904,-0.00530491882725666,0.0130166939765757,"8/21/19",191.119,127.724,162.977,88.86,72.189,39.245,41.339,"",1.13355664906438
