"","Fragment.ID","Intercept","umol.L.sec","V4","V5","Date.x","Sample.ID","Plug.Number","Chamber.Channel","Position","Bin.ID","Run","Species","Fragment.Number","Sample.Type","Temp.Cat","Water.Height.cm","Chamber.Vol.L","Surf.Area.cm2","Start.Tme.Light","Stop.Time.Light","Start.Tme.Dark","Stop.Time.Dark","Notes.x","QC","Water.Height.in","umol.sec","Blank","umol.sec.corr","Date.y","Red.Standard","Green.Standard","Blue.Standard","Red.Coral","Green.Coral","Blue.Coral","SA","Notes.y","umol.cm2.hr"
"16","729",176.905353998893,-0.000989053800485976,NA,"Resp",20190825,"729",NA,4,4,NA,3,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,-0.0179515394543011,-0.00359632196118317,-0.014355217493118,"8/21/19",176.426,109.228,145.581,133.61,106.315,58.308,81.444,"",-0.634531493728508
"17","730",176.537390357143,-0.00152729094076657,NA,"Resp",20190825,"730",NA,3,3,NA,5,"P.astreoides",NA,"Sample",28,23.5,18.3115057739813,NA,NA,NA,NA,NA,NA,NA,9.2519735,-0.0279669968803963,-0.00359632196118317,-0.0243706749192131,"8/21/19",161.946,96.793,135.891,108.76,81.408,49.89,37.737,"",-2.32489147810285
"18","731",168.694603986711,-0.000889700996677754,NA,"Resp",20190825,"731",NA,1,1,NA,4,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,-0.0162200148045352,-0.00359632196118317,-0.0126236928433521,"8/21/19",182.468,111.231,154.238,119.174,95.265,53.982,63.159,"",-0.719537900157815
"19","732",175.697219308367,-0.000698795546558673,NA,"Resp",20190825,"732",NA,8,8,NA,4,"P.astreoides",NA,"Sample",28,23.5,18.3115057739813,NA,NA,NA,NA,NA,NA,NA,9.2519735,-0.0127959986856415,-0.00359632196118317,-0.00919967672445835,"8/21/19",171.585,112.011,146.011,115.983,89.317,56.517,50.09,"",-0.661186588302057
"20","733",185.43411754386,-0.000707871028923696,NA,"Resp",20190825,"733",NA,7,7,NA,4,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,-0.0128480116026415,-0.00359632196118317,-0.0092516896414583,"8/21/19",176.553,121.62,145.989,111.763,84.58,41.687,56.152,"",-0.593141521392824
"21","737",170.505657263667,-0.001088553307158,NA,"Resp",20190825,"737",NA,6,6,NA,1,"P.astreoides",NA,"Sample",28,22.9,17.8276344496988,NA,NA,NA,NA,NA,NA,NA,9.0157529,-0.0194063304390235,-0.00359632196118317,-0.0158100084778403,"8/21/19",178.404,116.623,149.642,113.104,99.656,49.103,134.559,"",-0.422981967168492
"22","739",177.346253132263,-0.0008666660970609,NA,"Resp",20190825,"739",NA,8,8,NA,1,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,-0.0157301762830793,-0.00359632196118317,-0.0121338543218961,"8/21/19",165.052,102.427,135.681,106.932,77.374,45.402,95.733,"",-0.456288589711238
"23","740",174.924601364699,-0.00103017825832844,NA,"Resp",20190825,"740",NA,4,4,NA,5,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,-0.0187810361725939,-0.00359632196118317,-0.0151847142114107,"8/21/19",164.958,103.396,137.557,102.776,74.257,42.304,42.304,"",-1.29219390982126
"24","741",176.712397538462,-0.000862153846153877,NA,"Resp",20190825,"741",NA,3,3,NA,3,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,-0.0157178065446946,-0.00359632196118317,-0.0121214845835114,"8/21/19",231.684,168.165,211.393,91.757,65,30.245,62.337,"",-0.70002317244399
"25","743",186.244117294304,-0.000621408227848069,NA,"Resp",20190825,"743",NA,7,7,NA,3,"P.astreoides",NA,"Sample",28,23.2,18.06957011184,NA,NA,NA,NA,NA,NA,NA,9.1338632,-0.0112285795411749,-0.00359632196118317,-0.00763225757999176,"8/21/19",209.493,137.745,187.072,109.555,77.378,39.936,66.752,"",-0.411615042065711
"26","744",189.52747712886,-0.00116083107339691,NA,"Resp",20190825,"744",NA,2,2,NA,1,"P.astreoides",NA,"Sample",28,23,17.9082796704125,NA,NA,NA,NA,NA,NA,NA,9.055123,-0.020788487512497,-0.00359632196118317,-0.0171921655513138,"8/21/19",206.026,137.317,190.321,110.467,87.073,41.565,81.017,"",-0.76393591449609
"27","746",161.999247949233,-0.0010191353669127,NA,"Resp",20190825,"746",NA,10,10,NA,2,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,-0.0185797147590885,-0.00359632196118317,-0.0149833927979053,"8/21/19",216.229,157.58,184.899,106.101,80.4,39.084,62.155,"",-0.86783386811132
"28","750",161.984987421999,-0.000958389740877878,NA,"Resp",20190825,"750",NA,10,10,NA,1,"P.astreoides",NA,"Sample",28,23.2,18.06957011184,NA,NA,NA,NA,NA,NA,NA,9.1338632,-0.017317690617261,-0.00359632196118317,-0.0137213686560778,"8/21/19",201.332,138.082,185.007,69.608,59.133,31.954,70.345,"",-0.702209498356389
"29","753",178.30861645542,-0.000671437937062917,NA,"Resp",20190825,"753",NA,3,3,NA,1,"P.astreoides",NA,"Sample",28,23,17.9082796704125,NA,NA,NA,NA,NA,NA,NA,9.055123,-0.0120242983582475,-0.00359632196118317,-0.00842797639706437,"8/21/19",224.079,156.744,199.607,62.49,41.535,24.091,52.837,"",-0.574232356671115
"30","754",185.106459033852,-0.000795122638555494,NA,"Resp",20190825,"754",NA,9,9,NA,2,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,-0.0144316471055705,-0.00359632196118317,-0.0108353251443874,"8/21/19",228.871,170.34,205.177,61.583,41.931,22.178,33.409,"",-1.1675647436258
"31","755",187.022891093359,-0.000776589330369506,NA,"Resp",20190825,"755",NA,7,7,NA,2,"P.astreoides",NA,"Sample",28,23.2,18.06957011184,NA,NA,NA,NA,NA,NA,NA,9.1338632,-0.0140326353532187,-0.00359632196118317,-0.0104363133920355,"8/21/19",212.872,142.488,179.017,101.074,82.076,42.682,68.987,"",-0.544605914321942
"32","757",170.442231411555,-0.000931759987035068,NA,"Resp",20190825,"757",NA,1,1,NA,1,"P.astreoides",NA,"Sample",28,23.1,17.9889248911263,NA,NA,NA,NA,NA,NA,NA,9.0944931,-0.0167613604233306,-0.00359632196118317,-0.0131650384621474,"8/21/19",198.855,130.546,172.192,106.003,80.521,47.094,119.754,"",-0.395762466921612
"33","765",170.871749016393,-0.000909672131147565,NA,"Resp",20190825,"765",NA,1,1,NA,2,"P.astreoides",NA,"Sample",28,23.2,18.06957011184,NA,NA,NA,NA,NA,NA,NA,9.1338632,-0.0164373843525578,-0.00359632196118317,-0.0128410623913747,"8/21/19",229.648,161.888,201.072,100.721,76.317,36.72,63.488,"",-0.728134838220589
"34","767",176.831667235657,-0.000919013750592704,NA,"Resp",20190825,"767",NA,3,3,NA,4,"P.astreoides",NA,"Sample",28,23.1,17.9889248911263,NA,NA,NA,NA,NA,NA,NA,9.0944931,-0.0165320693333244,-0.00359632196118317,-0.0129357473721412,"8/21/19",207.698,136.899,180.519,101.893,75.154,31.947,60.606,"",-0.768384162289351
"35","769",175.656278407344,-0.000648421955403086,NA,"Resp",20190825,"769",NA,4,4,NA,4,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,-0.0117689981169216,-0.00359632196118317,-0.00817267615573841,"8/21/19",221.412,150.914,187.608,118.542,91.382,46.438,60.31,"",-0.487840062355468
"36","770",160.565548829114,-0.000710127754336564,NA,"Resp",20190825,"770",NA,10,10,NA,3,"P.astreoides",NA,"Sample",28,23.5,18.3115057739813,NA,NA,NA,NA,NA,NA,NA,9.2519735,-0.0130035084737983,-0.00359632196118317,-0.00940718651261515,"8/21/19",208.306,144.459,183.195,66.363,48.653,27.167,53.876,"",-0.628589194547007
"37","771",183.373602373737,-0.000882171717171723,NA,"Resp",20190825,"771",NA,9,9,NA,3,"P.astreoides",NA,"Sample",28,23.3,18.1502153325538,NA,NA,NA,NA,NA,NA,NA,9.1732333,-0.0160116066269555,-0.00359632196118317,-0.0124152846657723,"8/21/19",211.248,141.563,173.79,91.112,69.564,36.116,49.765,"",-0.898121667774145
"38","773",176.802697298746,-0.000698808914870316,NA,"Resp",20190825,"773",NA,8,8,NA,2,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,-0.0127398878803809,-0.00359632196118317,-0.00914356591919774,"8/21/19",222.47,156.167,198.922,117.522,94.277,50.168,59.107,"",-0.556902521006173
"39","776",179.549332184874,-0.00127268907563032,NA,"Resp",20190825,"776",NA,4,4,NA,1,"P.astreoides",NA,"Sample",28,22.9,17.8276344496988,NA,NA,NA,NA,NA,NA,NA,9.0157529,-0.0226890356084623,-0.00359632196118317,-0.0190927136472791,"8/21/19",198.562,132.406,172.207,95.687,71.712,34.21,106.024,"",-0.648285002737162
"40","777",175.601555328283,-0.000656338383838421,NA,"Resp",20190825,"777",NA,8,8,NA,3,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,-0.0119656135515152,-0.00359632196118317,-0.00836929159033204,"8/21/19",212.848,143.668,189.038,110.702,84.34,52.352,44.256,"",-0.68079920745651
"41","780",187.802052646026,-0.000847595520421663,NA,"Resp",20190825,"780",NA,2,2,NA,4,"P.astreoides",NA,"Sample",28,23.4,18.2308605532675,NA,NA,NA,NA,NA,NA,NA,9.2126034,-0.0154523957383815,-0.00359632196118317,-0.0118560737771984,"8/21/19",191.119,127.724,162.977,88.86,72.189,39.245,41.339,"",-1.03248423033731
